ID_mesh	Pais	Categoria	Nome	Year	Deforestation	Reforestation	Growth_Urban	Growth_Mining	Growth_Pasture	Growth_Agriculture	Forest	NonForest	Water	Others	Urban	Mining	Pasture	Agriculture	0	11	12	15	3	33	4	41
1	Brasil	Terra Indígena	Uaçá I e II	2014	0	0	0	0	0	0	10.6983	0	0	0	0	0	0	0	NA	NA	NA	NA	10.6983	NA	NA	NA
1	Brasil	Terra Indígena	Uaçá I e II	2015	0	0	0	0	0	0	10.6983	0	0	0	0	0	0	0	NA	NA	NA	NA	10.6983	NA	NA	NA
1	Brasil	Terra Indígena	Uaçá I e II	2016	0	0	0	0	0	0	10.6983	0	0	0	0	0	0	0	NA	NA	NA	NA	10.6983	NA	NA	NA
1	Brasil	Terra Indígena	Uaçá I e II	2017	0	0	0	0	0	0	10.6983	0	0	0	0	0	0	0	NA	NA	NA	NA	10.6983	NA	NA	NA
1	Brasil	Terra Indígena	Uaçá I e II	2018	0	0	0	0	0	0	10.6983	0	0	0	0	0	0	0	NA	NA	NA	NA	10.6983	NA	NA	NA
1	Brasil	Terra Indígena	Uaçá I e II	2019	0	0	0	0	0	0	10.6983	0	0	0	0	0	0	0	NA	NA	NA	NA	10.6983	NA	NA	NA
1	Brasil	Terra Indígena	Uaçá I e II	2020	0	0	0	0	0	0	10.6983	0	0	0	0	0	0	0	NA	NA	NA	NA	10.6983	NA	NA	NA
1	Brasil	Terra Indígena	Uaçá I e II	2021	0	0	0	0	0	0	10.6983	0	0	0	0	0	0	0	NA	NA	NA	NA	10.6983	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1985	NA	NA	NA	NA	NA	NA	22.5486	0.0729	0	0	0	0	0	0	NA	NA	0.0729	NA	22.5486	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1986	0	0	0	0	0	0	22.5486	0.0729	0	0	0	0	0	0	NA	NA	0.0729	NA	22.5486	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1987	0	0	0	0	0	0	22.5486	0.0729	0	0	0	0	0	0	NA	NA	0.0729	NA	22.5486	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1988	0.0125999999999991	0	0	0	0	0	22.536	0.0855	0	0	0	0	0	0	NA	NA	0.0855	NA	22.536	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1989	0	0	0	0	0	0	22.536	0.0855	0	0	0	0	0	0	NA	NA	0.0855	NA	22.536	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1990	0	0	0	0	0	0	22.536	0.0855	0	0	0	0	0	0	NA	NA	0.0855	NA	22.536	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1991	0	0	0	0	0	0	22.536	0.0855	0	0	0	0	0	0	NA	NA	0.0855	NA	22.536	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1992	0.00360000000000227	0	0	0	0	0	22.5324	0.0891	0	0	0	0	0	0	NA	NA	0.0891	NA	22.5324	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1993	0	0	0	0	0	0	22.5324	0.0891	0	0	0	0	0	0	NA	NA	0.0891	NA	22.5324	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1994	0	0	0	0	0	0	22.5324	0.0891	0	0	0	0	0	0	NA	NA	0.0891	NA	22.5324	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1995	0	0	0	0	0	0	22.5324	0.0891	0	0	0	0	0	0	NA	NA	0.0891	NA	22.5324	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1996	0	0	0	0	0	0	22.5324	0.0891	0	0	0	0	0	0	NA	NA	0.0891	NA	22.5324	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1997	0	0	0	0	0	0	22.5324	0.0891	0	0	0	0	0	0	NA	NA	0.0891	NA	22.5324	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1998	0.00179999999999936	0	0	0	0.0108	0	22.5306	0.0909	0	0	0	0	0.0108	0	NA	NA	0.0801	0.0108	22.5306	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1999	0	0	0	0	0	0	22.5306	0.0909	0	0	0	0	0.0108	0	NA	NA	0.0801	0.0108	22.5306	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2000	0	0	0	0	0	0	22.5306	0.0909	0	0	0	0	0.0108	0	NA	NA	0.0801	0.0108	22.5306	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2001	0.0233999999999988	0	0	0	0.0162	0	22.5072	0.1143	0	0	0	0	0.027	0	NA	NA	0.0873	0.027	22.5072	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2002	0	0.00179999999999936	0	0	0	0	22.509	0.1125	0	0	0	0	0.0252	0	NA	NA	0.0873	0.0252	22.509	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2003	0	0	0	0	0	0	22.509	0.1125	0	0	0	0	0.0252	0	NA	NA	0.0873	0.0252	22.509	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2004	0	0.000899999999997902	0	0	0.0126	0	22.5099	0.1116	0	0	0	0	0.0378	0	NA	NA	0.0738	0.0378	22.5099	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2005	0	0	0	0	0	0	22.5099	0.1116	0	0	0	0	0.0378	0	NA	NA	0.0738	0.0378	22.5099	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2006	0	0	0	0	0	0	22.5099	0.1116	0	0	0	0	0.0378	0	NA	NA	0.0738	0.0378	22.5099	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2007	0	0	0	0	0	0	22.5099	0.1116	0	0	0	0	0.0378	0	NA	NA	0.0738	0.0378	22.5099	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2008	0	0.014400000000002	0	0	0	0	22.5243	0.0972	0	0	0	0	0.0234	0	NA	NA	0.0738	0.0234	22.5243	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2009	0.00359999999999872	0	0	0	0	0	22.5207	0.1008	0	0	0	0	0.0234	0	NA	NA	0.0774	0.0234	22.5207	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2010	0.0198	0	0	0	0	0.0045	22.5009	0.1206	0	0	0	0	0.0225	0.0045	NA	0.0126	0.081	0.0225	22.5009	NA	NA	0.0045
2	Brasil	Terra Indígena	Uaçá I e II	2011	0.00360000000000227	0	0	0	0.0081	0	22.4973	0.1242	0	0	0	0	0.0306	0.0045	NA	NA	0.0891	0.0306	22.4973	NA	NA	0.0045
2	Brasil	Terra Indígena	Uaçá I e II	2012	0.000899999999997902	0	0	0	0	0	22.4964	0.1251	0	0	0	0	0.0297	0.0045	NA	NA	0.0909	0.0297	22.4964	NA	NA	0.0045
2	Brasil	Terra Indígena	Uaçá I e II	2013	0	0.00809999999999889	0	0	0	0	22.5045	0.117	0	0	0	0	0.009	0	NA	NA	0.108	0.009	22.5045	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2014	0	0.00179999999999936	0	0	0	0	22.5063	0.1152	0	0	0	0	0.009	0	NA	NA	0.1062	0.009	22.5063	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2015	0	0.0207000000000015	0	0	0	0	22.527	0.0945	0	0	0	0	0	0	NA	NA	0.0945	NA	22.527	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2016	0	0.00359999999999872	0	0	0.0054	0	22.5306	0.0909	0	0	0	0	0.0054	0	NA	NA	0.0855	0.0054	22.5306	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2017	0	0	0	0	0	0	22.5306	0.0909	0	0	0	0	0.0054	0	NA	NA	0.0855	0.0054	22.5306	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2018	0	0	0	0	0	0	22.5306	0.0909	0	0	0	0	0.0018	0	NA	NA	0.0891	0.0018	22.5306	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2019	0	0.00900000000000034	0	0	0	0	22.5396	0.0819	0	0	0	0	0	0	NA	NA	0.0819	NA	22.5396	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2020	0	0	0	0	0	0	22.5396	0.0819	0	0	0	0	0	0	NA	NA	0.0819	NA	22.5396	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2021	0.000900000000001455	0	0	0	0	0	22.5387	0.0828	0	0	0	0	0	0	NA	NA	0.0828	NA	22.5387	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1985	NA	NA	NA	NA	NA	NA	19.3176	0.0054	0	0	0	0	0	0	NA	0.0054	NA	NA	19.3176	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1986	0	0	0	0	0	0	19.3176	0.0054	0	0	0	0	0	0	NA	0.0054	NA	NA	19.3176	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1987	0	0	0	0	0	0	19.3176	0.0054	0	0	0	0	0	0	NA	0.0054	NA	NA	19.3176	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1988	0	0.00540000000000163	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1989	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1990	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1991	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1992	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1993	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1994	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1995	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1996	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1997	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1998	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1999	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2000	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2001	0.00450000000000017	0	0	0	0	0	19.3185	0.0045	0	0	0	0	0	0	NA	0.0045	NA	NA	19.3185	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2002	0	0.00450000000000017	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2003	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2004	0.0468000000000011	0	0	0	0	0	19.2762	0.0468	0	0	0	0	0	0	NA	0.0468	NA	NA	19.2762	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2005	0.00270000000000081	0	0	0	0	0	19.2735	0.0495	0	0	0	0	0	0	NA	0.0495	NA	NA	19.2735	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2006	0	0	0	0	0	0	19.2735	0.0495	0	0	0	0	0	0	NA	0.0495	NA	NA	19.2735	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2007	0	0.0495000000000019	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2008	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2009	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2010	0.0107999999999997	0	0	0	0	0	19.3122	0.0108	0	0	0	0	0	0	NA	0.0108	NA	NA	19.3122	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2011	0	0.0107999999999997	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2012	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2013	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2014	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2015	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2016	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2017	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2018	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2019	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2020	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2021	0	0	0	0	0	0	19.323	0	0	0	0	0	0	0	NA	NA	NA	NA	19.323	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1985	NA	NA	NA	NA	NA	NA	6.5961	0.0504	0	0	0	0	0	0	NA	0.0234	0.027	NA	6.5961	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1986	0	0	0	0	0	0	6.5961	0.0504	0	0	0	0	0	0	NA	0.0234	0.027	NA	6.5961	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1987	0	0	0	0	0	0	6.5961	0.0504	0	0	0	0	0	0	NA	0.0234	0.027	NA	6.5961	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1988	0	0.0152999999999999	0	0	0.0117	0	6.6114	0.0351	0	0	0	0	0.0117	0	NA	NA	0.0234	0.0117	6.6114	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1989	0	0	0	0	0	0	6.6114	0.0351	0	0	0	0	0.0117	0	NA	NA	0.0234	0.0117	6.6114	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1990	0	0	0	0	0	0	6.6114	0.0351	0	0	0	0	0.0117	0	NA	NA	0.0234	0.0117	6.6114	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1991	0	0	0	0	0	0	6.6114	0.0351	0	0	0	0	0.0117	0	NA	NA	0.0234	0.0117	6.6114	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1992	0.0152999999999999	0	0	0	0.0117	0	6.5961	0.0504	0	0	0	0	0.0234	0	NA	NA	0.027	0.0234	6.5961	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1993	0	0	0	0	0	0	6.5961	0.0504	0	0	0	0	0.0234	0	NA	NA	0.027	0.0234	6.5961	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1994	0	0	0	0	0	0	6.5961	0.0504	0	0	0	0	0.0234	0	NA	NA	0.027	0.0234	6.5961	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1995	0	0	0	0	0	0	6.5961	0.0504	0	0	0	0	0.0234	0	NA	NA	0.027	0.0234	6.5961	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1996	0	0	0	0	0	0	6.5961	0.0504	0	0	0	0	0.0234	0	NA	NA	0.027	0.0234	6.5961	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1997	0	0	0	0	0	0	6.5961	0.0459	0.0045	0	0	0	0.0234	0	NA	NA	0.0225	0.0234	6.5961	0.0045	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1998	0.00180000000000025	0	0	0	0.009	0	6.5943	0.0522	0	0	0	0	0.0324	0	NA	NA	0.0198	0.0324	6.5943	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1999	0	0.00270000000000081	0	0	0.0027	0	6.597	0.0441	0.0054	0	0	0	0.0351	0	NA	NA	0.009	0.0351	6.597	0.0054	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2000	0	0.000899999999999679	0	0	0	0	6.5979	0.0441	0.0045	0	0	0	0.0351	0	NA	NA	0.009	0.0351	6.5979	0.0045	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2001	0	0.00809999999999977	0	0	0	0	6.606	0.0396	9e-04	0	0	0	0.0207	0	NA	NA	0.0189	0.0207	6.606	9e-04	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2002	0.0413999999999994	0	0	0	0.0162	0	6.5646	0.0819	0	0	0	0	0.0369	0	NA	0.0405	0.0045	0.0369	6.5646	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2003	0	0	0	0	0	0	6.5646	0.0819	0	0	0	0	0.0369	0	NA	0.0405	0.0045	0.0369	6.5646	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2004	0	0.0161999999999995	0	0	0	0	6.5808	0.0648	9e-04	0	0	0	0.0189	0	NA	0.0405	0.0054	0.0189	6.5808	9e-04	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2005	0	0.0404999999999998	0	0	0	0	6.6213	0.0234	0.0018	0	0	0	0.0099	0	NA	NA	0.0135	0.0099	6.6213	0.0018	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2006	0	0	0	0	0	0	6.6213	0.0234	0.0018	0	0	0	0.009	0	NA	NA	0.0144	0.009	6.6213	0.0018	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2007	0.0225	0	0	0	0.0243	0	6.5988	0.0477	0	0	0	0	0.0333	0	NA	NA	0.0144	0.0333	6.5988	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2008	0.00539999999999985	0	0	0	0.0054	0	6.5934	0.0531	0	0	0	0	0.0387	0	NA	NA	0.0144	0.0387	6.5934	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2009	0.0144000000000002	0	0	0	0.009	0	6.579	0.0675	0	0	0	0	0.0477	0	NA	NA	0.0198	0.0477	6.579	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2010	0.0251999999999999	0	0	0	0.018	0	6.5538	0.0927	0	0	0	0	0.0657	0	NA	NA	0.027	0.0657	6.5538	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2011	0	0.0162000000000004	0	0	0	0	6.57	0.0765	0	0	0	0	0.0477	0	NA	NA	0.0288	0.0477	6.57	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2012	0	0	0	0	0	0	6.57	0.0765	0	0	0	0	0.0477	0	NA	NA	0.0288	0.0477	6.57	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2013	0	0.0485999999999995	0	0	0	0	6.6186	0.0279	0	0	0	0	9e-04	0	NA	NA	0.027	9e-04	6.6186	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2014	0.00539999999999985	0	0	0	0	0	6.6132	0.0333	0	0	0	0	9e-04	0	NA	NA	0.0324	9e-04	6.6132	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2015	0.0189000000000004	0	0	0	0.0234	0	6.5943	0.0522	0	0	0	0	0.0243	0	NA	NA	0.0279	0.0243	6.5943	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2016	0.0530999999999997	0	0	0	0.0477	0.0072	6.5412	0.1053	0	0	0	0	0.072	0.0072	NA	NA	0.0261	0.072	6.5412	NA	NA	0.0072
4	Brasil	Terra Indígena	Uaçá I e II	2017	0	0.000899999999999679	0	0	0.00720000000000001	9e-04	6.5421	0.1044	0	0	0	0	0.0792	0.0081	NA	NA	0.0171	0.0792	6.5421	NA	NA	0.0081
4	Brasil	Terra Indígena	Uaçá I e II	2018	0	0.00990000000000002	0	0	0	0	6.552	0.0945	0	0	0	0	0.0675	0.0081	NA	NA	0.0189	0.0675	6.552	NA	NA	0.0081
4	Brasil	Terra Indígena	Uaçá I e II	2019	0	0.0279000000000007	0	0	0	0	6.5799	0.0666	0	0	0	0	0.0315	0	NA	NA	0.0351	0.0315	6.5799	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2020	0	0	0	0	0	0	6.5799	0.0666	0	0	0	0	0.0297	0	NA	NA	0.0369	0.0297	6.5799	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2021	0	0.00990000000000002	0	0	0	0.009	6.5898	0.0567	0	0	0	0	0.0171	0.009	NA	NA	0.0306	0.0171	6.5898	NA	NA	0.009
5	Brasil	Terra Indígena	Uaçá I e II	1985	NA	NA	NA	NA	NA	NA	4.095	0	0	0	0	0	0	0	NA	NA	NA	NA	4.095	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1986	0	0	0	0	0	0	4.095	0	0	0	0	0	0	0	NA	NA	NA	NA	4.095	NA	NA	NA
