ID_mesh	Pais	Categoria	Nome	Year	0	3	11	12	15	33	4	41
2	Brasil	Terra Indígena	Uaçá I e II	1990	NA	25040	NA	95	NA	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1991	NA	25040	NA	95	NA	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1992	NA	25036	NA	99	NA	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1993	NA	25036	NA	99	NA	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1994	NA	25036	NA	99	NA	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1995	NA	25036	NA	99	NA	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1996	NA	25036	NA	99	NA	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1997	NA	25036	NA	99	NA	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1998	NA	25034	NA	89	12	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	1999	NA	25034	NA	89	12	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2000	NA	25034	NA	89	12	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2001	NA	25008	NA	97	30	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2002	NA	25010	NA	97	28	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2003	NA	25010	NA	97	28	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2004	NA	25011	NA	82	42	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2005	NA	25011	NA	82	42	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2006	NA	25011	NA	82	42	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2007	NA	25011	NA	82	42	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2008	NA	25027	NA	82	26	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2009	NA	25023	NA	86	26	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2010	NA	25001	14	90	25	NA	NA	5
2	Brasil	Terra Indígena	Uaçá I e II	2011	NA	24997	NA	99	34	NA	NA	5
2	Brasil	Terra Indígena	Uaçá I e II	2012	NA	24996	NA	101	33	NA	NA	5
2	Brasil	Terra Indígena	Uaçá I e II	2013	NA	25005	NA	120	10	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2014	NA	25007	NA	118	10	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2015	NA	25030	NA	105	NA	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2016	NA	25034	NA	95	6	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2017	NA	25034	NA	95	6	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2018	NA	25034	NA	99	2	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2019	NA	25044	NA	91	NA	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2020	NA	25044	NA	91	NA	NA	NA	NA
2	Brasil	Terra Indígena	Uaçá I e II	2021	NA	25043	NA	92	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1985	NA	21464	6	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1986	NA	21464	6	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1987	NA	21464	6	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1988	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1989	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1990	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1991	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1992	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1993	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1994	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1995	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1996	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1997	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1998	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	1999	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2000	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2001	NA	21465	5	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2002	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2003	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2004	NA	21418	52	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2005	NA	21415	55	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2006	NA	21415	55	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2007	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2008	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2009	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2010	NA	21458	12	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2011	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2012	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2013	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2014	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2015	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2016	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2017	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2018	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2019	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2020	NA	21470	NA	NA	NA	NA	NA	NA
3	Brasil	Terra Indígena	Uaçá I e II	2021	NA	21470	NA	NA	NA	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1985	NA	7329	26	30	NA	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1986	NA	7329	26	30	NA	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1987	NA	7329	26	30	NA	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1988	NA	7346	NA	26	13	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1989	NA	7346	NA	26	13	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1990	NA	7346	NA	26	13	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1991	NA	7346	NA	26	13	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1992	NA	7329	NA	30	26	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1993	NA	7329	NA	30	26	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1994	NA	7329	NA	30	26	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1995	NA	7329	NA	30	26	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1996	NA	7329	NA	30	26	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1997	NA	7329	NA	25	26	5	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1998	NA	7327	NA	22	36	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	1999	NA	7330	NA	10	39	6	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2000	NA	7331	NA	10	39	5	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2001	NA	7340	NA	21	23	1	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2002	NA	7294	45	5	41	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2003	NA	7294	45	5	41	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2004	NA	7312	45	6	21	1	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2005	NA	7357	NA	15	11	2	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2006	NA	7357	NA	16	10	2	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2007	NA	7332	NA	16	37	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2008	NA	7326	NA	16	43	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2009	NA	7310	NA	22	53	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2010	NA	7282	NA	30	73	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2011	NA	7300	NA	32	53	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2012	NA	7300	NA	32	53	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2013	NA	7354	NA	30	1	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2014	NA	7348	NA	36	1	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2015	NA	7327	NA	31	27	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2016	NA	7268	NA	29	80	NA	NA	8
4	Brasil	Terra Indígena	Uaçá I e II	2017	NA	7269	NA	19	88	NA	NA	9
4	Brasil	Terra Indígena	Uaçá I e II	2018	NA	7280	NA	21	75	NA	NA	9
4	Brasil	Terra Indígena	Uaçá I e II	2019	NA	7311	NA	39	35	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2020	NA	7311	NA	41	33	NA	NA	NA
4	Brasil	Terra Indígena	Uaçá I e II	2021	NA	7322	NA	34	19	NA	NA	10
5	Brasil	Terra Indígena	Uaçá I e II	1985	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1986	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1987	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1988	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1989	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1990	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1991	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1992	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1993	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1994	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1995	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1996	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1997	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1998	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	1999	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2000	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2001	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2002	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2003	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2004	NA	4529	21	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2005	NA	4514	36	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2006	NA	4514	36	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2007	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2008	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2009	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2010	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2011	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2012	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2013	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2014	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2015	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2016	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2017	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2018	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2019	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2020	NA	4550	NA	NA	NA	NA	NA	NA
5	Brasil	Terra Indígena	Uaçá I e II	2021	NA	4550	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1985	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1986	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1987	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1988	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1989	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1990	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1991	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1992	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1993	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1994	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1995	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1996	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1997	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1998	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	1999	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2000	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2001	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2002	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2003	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2004	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2005	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2006	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2007	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2008	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2009	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2010	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2011	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2012	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2013	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2014	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2015	NA	1834	8	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2016	NA	1810	32	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2017	NA	1812	30	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2018	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2019	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2020	NA	1842	NA	NA	NA	NA	NA	NA
6	Brasil	Terra Indígena	Uaçá I e II	2021	NA	1842	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1985	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1986	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1987	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1988	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1989	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1990	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1991	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1992	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1993	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1994	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1995	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1996	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1997	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1998	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	1999	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2000	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2001	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2002	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2003	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2004	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2005	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2006	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2007	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2008	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2009	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2010	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2011	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2012	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2013	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2014	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2015	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2016	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2017	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2018	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2019	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2020	NA	30	NA	NA	NA	NA	NA	NA
7	Brasil	Terra Indígena	Uaçá I e II	2021	NA	30	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1985	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1986	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1987	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1988	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1989	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1990	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1991	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1992	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1993	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1994	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1995	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1996	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1997	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1998	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	1999	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	2000	NA	8117	NA	NA	NA	NA	NA	NA
8	Brasil	Terra Indígena	Uaçá I e II	2001	NA	8117	NA	NA	NA	NA	NA	NA
